id,rumor,label,evidence_id,evidence,username
AuRED_159,news about the death of Sheikh Abdul Rahman Al Sudais fridayofrageseptember,REFUTES,"['1310675503750221839', '1310668211097161731', '1310615346672525319', '1310569788331241472', '1310321196764983296', '1310297972111028225', '1310225598552383488', '1310198023033679873', '1310171527736893440', '1310169464554610689', '1310160263350542336', '1310157337563406336', '1310121720284577793', '1309597160481206273', '1308802187812798466', '1308796188649558016', '1308795530382848001', '1308794549129670656', '1308743441489297409', '1308513591981748224', '1308507374257405953', '1308440963807883264', '1308439198945472517', '1308402568033382404']",general President of General Managers the pilgrim must find the fine and good service PresidencyofTheHaramaynAffairs the President General praise the valor and professionalism of the security man and the heroic work they do in arrest terrorist element and expose their fail and miserable plan PresidencyofTheHaramainAffairs in commemoration of the heroic role of the martyr of duty the General President direct the appointment of of their son the President General our soldier make the high sacrifice to uphold the word of monotheism and defend the sanctity of our dear country the President General discuss preparation to receive Umrah pilgrim and worshiper with the field executive team for the Umrah season presidencyoftheharamaynaffair the President General direct the establishment of field executive team to serve Umrah pilgrim presidencyoftheharamaynaffair the President General the Minister of Hajj and number of security leader discuss preparation to receive pilgrim and implement precautionary measure the General Presidency the Ministry of Hajj and number of security agency discuss the stage of perform Umrah the President General the state may God protect it aim to perform Umrah in accordance with precautionary measure while ensure the quality of service and not violate they HappeningNow integration meeting of the authority work in the Grand Mosque for the Umrah season PresidencyofTheHaramainAffairs photo part of the National Day Forum remembrance of Unity Cohesion and Compassion NationalDay presidencyoftheharamainaffairs from the speech of his Excellency the General President of the Affairs of the Grand Mosque and the Prophetas Mosque during the National Day Forum remembrance of Monotheism cohesion and Compassion NationalDay presidencyoftheharamaynaffair HappeningNow under the patronage of his Excellency the President General the Presidency hold the National Day Forum remembrance of Unity Cohesion and Compassion which continue for day NationalDay Evertothetop the President General direct the return of visit program for the Al Kiswah Complex the Architecture Exhibition of the Holy Mosques and the Library of the Holy Mosque in Mecca gradually in accordance with precautionary measure start from the beginning of Rabia al Awwal PresidencyofTheHaramainAffairs the President General stress the importance of implement precautionary measure during Zamzam water distribution operation NationalDay himmauntilthesummit presidencyoftheharamainaffairs in keep with the generous approval to allow the performance of Umrah and visit the General President inspect the sterilization and disinfection work in the Grand Mosque NationalDay himmauntilthesummit the President General inaugurate the advanced thermal camera in the Grand Mosque and confirm the readiness of the presidencyoftheharamainaffair to receive Umrah pilgrim NationalDay himmauntilthesummit as part of the precautionary measure the President General launch the mask initiative for those visit the Grand Mosque NationalDay emportanceuntilthesummit PresidencyofTheHaramainAffairs the President General the issuance of approval to allow Umrah and visit to be perform gradually bring together important matter revive the religious ritual and adhere to precautionary measure NationalDay emfortuntilthesummit PresidencyofTheHaramaynAffairs the President General praise the generous approval to allow Umrah and visit to be perform gradually and confirm the Presidencyas readiness to receive Umrah pilgrim and visitor PresidencyofHaramainAffairs NationalDay himmauntilthesummit the President General praise the generous approval to allow Umrah and visit and confirm the presidencyas readiness to receive pilgrim and visitor presidencyoftheharamainaffairs NationalDay himmauntilthesummit the President General launch number of medium production for the Presidency and confirm highlight the effort of the wise leadership in serve the Holy Mosques and their visitor be legitimate destination and national duty NationalDay himmauntilthesummit the President General review the media report of the Media Relations and Affairs Agency on the exceptional Hajj season ah NationalDay himmauntilthesummit check out the most prominent event and activity prepare by the committee for National Day the President General meet with member of the preparation committee for the National Day activity NationalDay himmauntilthesummit,"['ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain', 'ReasahAlharmain']"
AuRED_131,abein SPORTS Arabic speak channelsa will delay the broadcast of event accompany the World Cup for minute while prepare pre filmed footage in case violating footage appear in the main broadcast such as homosexuality alcohol or practice of other religion ai ai ai ai fifaworldcup qatarworldcup,REFUTES,['1593611143163133952'],official statement fake document have spread across social medium indicate that there have be delay in the live broadcast of bein SPORTS channel due to number of false claim we thank our follower for not spread rumor or misleading information and for make sure to take the correct information from its source through our official account,['beINSPORTSNews']
AuRED_041,vaccination conspiracy do we agree that even if there be question mark Zain Telecommunications Company Kuwait have commit major mistake that must be correct quickly,REFUTES,['1376975348114526215'],vaccination can only be conspiracy against infection let we all conspire against the epidemic in order to return to our old life which we miss greatly at all level make sense of it and trust taste,['ZainKuwait']
AuRED_145,late news they will cancel treatment at state expense and provide comprehensive insurance by pay percentage of the cost of treatment to the patient the question be where will the patient get this percentage the strange thing be that the patient currently bear of the medication bill unfortunately,REFUTES,['1575173614835728384'],arumour decision be issue to cancel treatment at state expense in various governorate of the Republic aFacts ministryofhealthandpopulation not true and we confirm that no decision have be issue in this regard for vmmoswjv presidencyofthecabinet Egypt https tcoeLBTuZYf,['CabinetEgy']
AuRED_090,watch person infect with the Corona virus fall to the ground on Sari Street in Jeddah may God protect we this virus be spread quickly and horribly closingmosques Coronavsbirdflu,REFUTES,"['1240009863960371204', '1239903792918867971', '1239904443698679810']",meccaregionpolice reference to the video clip circulate of woman in an abnormal condition on of the road in Jeddah Governorate security patrol begin and it turn out that she be resident in her forty and suffer from psychological disorder what be circulate that she be infect with the Corona virus be not true we reaffirm that all audio or video clip be circulate about case of infection with the new Coronavirus in the Kingdom that be not announce via be incorrect clip and we warn against circulate they we call for not circulate rumour and to contact if there be any question about the virus RT we reaffirm that all audio or video clip be circulate about case of infection with the new Coronavirus in the Kingdom that be not announce via be incorrect clip and we warn against circulate they we call for not circulate rumour and to contact if there be any question about the virus,"['makkahregion', 'spokesman_moh', 'SaudiMOH']"
AuRED_116,the person to have monkeypox be year old in Egypt dd nuclear bomb leave and we will keep the gym closed,SUPPORTS,"['1602187821187567618', '1600901714328326144']",the Ministry of Health confirm the infection of close contact of the monkeypox case announce on December the Ministry of Health and Population announce the confirmation of the infection of close contact of the monkeypox case Mpox that be announce on December the Ministry of Health and Population announce positive case of infection with the monkeypox virus Mpox for year old person take preventive measure towards the infected person and his close contact and transfer the patient to receive treatment at of the hospital affiliate with the Ministry indicate that the patienta general health condition be stable,"['mohpegypt', 'mohpegypt']"
AuRED_119,Urgent California the young yemeni american IssamGhanem be kill yesterday evening Monday in the city of Oakland California amid mysterious circumstance Al Malsi News Network Telegram,SUPPORTS,['1572285784241352710'],the embassy be follow with sadness and interest the tragic incident that result in the killing of the young Yemeni American Issam Ghanem yesterday evening Monday in the city of Oakland California the ambassador contact the victim family offer his condolence and assign the honorary consul to follow up the case with interest and unto Allah and to he we shall return,['YemenEmbassy_DC']
AuRED_102,by presidential order cancel the Corona test for Algerians at border crossing Algeria bordercrossing Tunisia Coronavirus,SUPPORTS,['1553978775129440257'],the President of the Republic kaissaeed decide after coordination between the tunisian and Algerian Ministers of the Interior not to subject the algerian brother leave Tunisia to any procedure relate to the Covid RT PCR test at all border crossing start from July as an embodiment of the distinguished relation between Tunisia and Algeria tnpr,['TnPresidency']
AuRED_125,resident work for of the company contract with the Saudi Electricity Company be arrest while they be tamper with the reading of electricity meter for some subscriber in exchange for fee with the aim of reduce the cost of electrical energy consumption,SUPPORTS,"['1583897396194353152', '1583895915282460672']",case the arrest in flagrante delicto of resident work for of the company contract with the Saudi Electricity Company while they be tamper with the reading of electricity meter for some subscriber in exchange for fee with the aim of reduce the cost of electrical energy consumption nationwithoutcorruption TheControlandAntiCorruptionAuthority initiate number of criminal case ahomewithoutcorruption,"['nazaha_gov_sa', 'nazaha_gov_sa']"
AuRED_123,Saudi Arabia cancel all health restriction on egyptian pilgrim,SUPPORTS,['1579526681945337857'],his Excellency the Minister of Hajj and Umrah announce the cancellation of all health restriction for egyptian pilgrim under the generous guidance of the Custodian of the Holy Mosques may God protect he this come during press conference hold today by his Excellency at the headquarters of the KingdomEmbassy in Cairo in the presence of Ambassador and number of official from the Ministry of Hajj and Umrah and the embassy,['KSAembassyEG']
AuRED_112,the Ministry of Health withdraw counterfeit cancer treatment Lebanon,SUPPORTS,['1608149988013400067'],ministryofhealth withdrawal of the counterfeit preparation of METHOTREX MG METHOTREXATE cancer relate preparation from the market and action take against those involve,['mophleb']
AuRED_048,Cadorim will provide batch of the chinese vaccine but need the approval of the tunisian state,NOT ENOUGH INFO,[],,[]
AuRED_047,do not wear mask in open place do not wear it while drive in the car and do not wear it while you be healthy except in crowd and if it be necessary to wear it do not wear it for more than minute why see the picture,NOT ENOUGH INFO,[],,[]
AuRED_049,Abla Al Kahlawi have pass away pray for her mercy,NOT ENOUGH INFO,[],,[]
AuRED_028,real Betis make an offer to sign egyptian goalkeeper Mohamed El Shenawy from the egyptian club Al Ahly,NOT ENOUGH INFO,[],,[]
AuRED_071,Iraq the Ministry of Health demand close the border with Iran for fear of the spread of Corona,NOT ENOUGH INFO,[],,[]
AuRED_031,the United States agree to sell Kuwait Apache aircraft for dollar swear if you drop loan to the Kuwaitis plane be well than they they will protect we for example and their price be high why do you buy they with american pilot or what loandropforday,NOT ENOUGH INFO,[],,[]
AuRED_021,the death of Rabah Saadane the former coach of the algerian national team we belong to God and to he we shall return our deep condolence to all brother in our homeland Algeria,NOT ENOUGH INFO,[],,[]
AuRED_061,the Mufti of Turkey the Arabsa attack on Erdogan and his wife be no different from the attack on the Messenger and his wife so how can he respond to he,NOT ENOUGH INFO,[],,[]
AuRED_055,the moroccan referee apologize to Al ahly player for award penalty kick,NOT ENOUGH INFO,[],,[]
AuRED_023,good news for Al ahly fan BeIN Sports choose Ahmed Al Tayeb to commentate on the Al Ahly and Al Duhail match at the opening of the Club World Cup,NOT ENOUGH INFO,[],,[]
AuRED_016,Egypt do not want to give vaccine to its citizen the Gulf country take care of they Saudi Arabia the Sultanate of Oman Qatar refuse their intervention so there be no other than Kuwait country of humanity that receive they and feed they what be the mysterious secret Kuwait treat Egypt with special treatment,NOT ENOUGH INFO,[],,[]
AuRED_077,egyptian Dr Sir Magdy Yacoub the great heart surgeon in the history of mankind Queen Elizabeth II of England want to grant he the title of aSira in but the law there require that he be holder of british nationality so they offer to give up his egyptian nationality and grant he british nationality but he refuse to give up his nationality his nationality,NOT ENOUGH INFO,[],,[]
AuRED_050,officially Mortada Mansour return as president of Zamalek through the court,NOT ENOUGH INFO,[],,[]
